<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20201102,09:30:00,157.30390369999998,157.4620186,157.15598980000001,157.4110138,12
20201102,09:31:00,157.47732,157.7374445,157.47732,157.6303344,12
20201102,09:32:00,157.6558368,158.02307140000002,157.6558368,158.02307140000002,12
20201102,09:33:00,157.9822675,158.125081,157.9618656,158.125081,12
20201102,09:34:00,158.16588480000001,158.16588480000001,157.9312627,157.97716699999998,12
20201102,09:35:00,157.9465642,158.1097795,157.9363632,157.96696609999998,12
20201102,09:36:00,157.90576030000003,157.90576030000003,157.5742291,157.5742291,12
20201102,09:37:00,157.5742291,157.5742291,157.37020990000002,157.38041090000002,12
20201102,09:38:00,157.30390369999998,157.30390369999998,157.1967936,157.1967936,12
20201102,09:39:00,157.232497,157.232497,157.1304874,157.15598980000001,12
20201102,09:40:00,157.094784,157.094784,156.89586530000003,156.89586530000003,12
20201102,09:41:00,156.9264682,156.94687009999998,156.9162672,156.9417696,12
20201102,09:42:00,156.8856643,156.8856643,156.53883169999997,156.53883169999997,12
20201102,09:43:00,156.5439322,156.5541331,156.4827264,156.5439322,12
20201102,09:44:00,156.54903259999998,156.61533889999998,156.5082288,156.61023840000001,12
20201102,09:45:00,156.6306403,156.6765446,156.5184298,156.6765446,12
20201102,09:46:00,156.6867456,156.82955900000002,156.67144419999997,156.82955900000002,12
20201102,09:47:00,156.8448605,157.104985,156.8448605,157.104985,12
20201102,09:48:00,157.17129119999998,157.2835018,157.17129119999998,157.18149219999998,12
20201102,09:49:00,157.232497,157.2579994,157.1661907,157.1865926,12
20201102,09:50:00,157.1253869,157.1253869,157.02847780000002,157.07948259999998,12
20201102,09:51:00,157.07948259999998,157.4110138,157.07948259999998,157.4110138,12
20201102,09:52:00,157.4110138,157.5844301,157.4110138,157.5793296,12
20201102,09:53:00,157.5793296,157.5895306,157.5334253,157.5334253,12
20201102,09:54:00,157.54362619999998,157.5997315,157.5385258,157.5997315,12
20201102,09:55:00,157.6405354,157.6558368,157.38041090000002,157.4416166,12
