<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20201102,09:30:00,447.34370559999996,449.44996839999993,447.34370559999996,449.44996839999993,12
20201102,09:31:00,449.41426900000005,449.9344598,449.41426900000005,449.54176680000006,12
20201102,09:32:00,449.4652681,449.6386651,449.2357722,449.5672663,12
20201102,09:33:00,449.68456430000003,450.32205300000004,449.68456430000003,449.9650593,12
20201102,09:34:00,450.05175779999996,450.1639558,448.9093779,448.9093779,12
20201102,09:35:00,448.61358319999994,449.35817000000003,448.61358319999994,449.2408721,12
20201102,09:36:00,449.18987300000003,449.4958676,449.1133743,449.1133743,12
20201102,09:37:00,449.08787479999995,449.08787479999995,448.567684,448.7869801,12
20201102,09:38:00,448.6441826,448.848179,448.54728430000006,448.8073797,12
20201102,09:39:00,448.7869801,448.8226795,448.59828339999996,448.76148049999995,12
20201102,09:40:00,448.7308811000001,448.93997740000003,448.6186831,448.70028160000004,12
20201102,09:41:00,448.8277794,449.28677130000005,448.8277794,449.28677130000005,12
20201102,09:42:00,449.25107189999994,449.25107189999994,448.58298370000006,448.58298370000006,12
20201102,09:43:00,448.5931835,448.79208,448.5268847,448.5268847,12
20201102,09:44:00,448.5013851,448.5013851,448.15969119999994,448.1902906,12
20201102,09:45:00,448.21579019999996,448.7818802,448.21579019999996,448.7818802,12
20201102,09:46:00,448.848179,449.2612717,448.74108089999993,449.2612717,12
20201102,09:47:00,449.2969711,449.3377704,449.08787479999995,449.2765715,12
20201102,09:48:00,449.48566780000004,450.15885589999993,449.48566780000004,449.8477614,12
20201102,09:49:00,449.9497596,450.3271529,449.9497596,450.1333563,12
20201102,09:50:00,450.0619576,450.0772573,449.80186219999996,449.8069621,12
20201102,09:51:00,449.8375616,450.34245260000006,449.8375616,450.2812537,12
20201102,09:52:00,450.2812537,450.7810449,450.2608541,450.7810449,12
20201102,09:53:00,450.8218442,451.0360404,450.8218442,451.02584060000004,12
20201102,09:54:00,451.06154000000004,451.18903770000003,450.95954180000007,450.9850413,12
20201102,09:55:00,451.0207407,451.2349369,451.0207407,451.1635382,12
20201102,09:56:00,451.08193960000006,451.28083610000004,451.0411403,451.28083610000004,12
20201102,09:57:00,451.4440331999999,451.6531295,451.4440331999999,451.50523210000006,12
20201102,09:58:00,451.454233,451.52053190000004,451.3522348,451.3828343,12
20201102,09:59:00,451.37773439999995,451.52053190000004,451.3267353,451.3267353,12
20201102,10:00:00,452.0101232,452.1529206999999,451.90302510000004,451.92852469999997,12
20201102,10:01:00,452.0050233,452.5507137,452.0050233,452.5507137,12
20201102,10:02:00,452.5150143,452.5150143,452.0917218,452.25491889999995,12
20201102,10:03:00,452.24471910000005,452.24471910000005,451.8214265,451.9132249,12
20201102,10:04:00,451.86222580000003,452.32121770000003,451.80102689999995,452.32121770000003,12
20201102,10:05:00,452.32121770000003,452.6221124,452.32121770000003,452.44871550000005,12
20201102,10:06:00,452.31101789999997,452.44871550000005,452.21411960000006,452.2396192,12
20201102,10:07:00,452.21411960000006,452.362017,452.1682204,452.2804183999999,12
20201102,10:08:00,452.32121770000003,452.3671169,452.2294193,452.2957182,12
20201102,10:09:00,452.3263176,452.3263176,452.1019216,452.31101789999997,12
20201102,10:10:00,452.3263176,452.7241106000001,452.1682204,452.64251210000003,12
20201102,10:11:00,452.6782114,452.7496102,452.1631205,452.2600188,12
20201102,10:12:00,452.31611780000003,452.5660134,452.31611780000003,452.474215,12
20201102,10:13:00,452.46911510000007,452.46911510000007,452.2039198,452.2957182,12
20201102,10:14:00,452.3008181,452.418116,452.1733203,452.31101789999997,12
20201102,10:15:00,452.28551839999994,452.3008181,451.8469261,451.908125,12
20201102,10:16:00,452.04582259999995,452.57621320000004,452.04582259999995,452.474215,12
20201102,10:17:00,452.46911510000007,452.5558136,452.33651749999996,452.5558136,12
20201102,10:18:00,452.57111330000004,453.21370199999996,452.56091349999997,453.21370199999996,12
20201102,10:19:00,453.41259850000006,453.41259850000006,453.0760044,453.14230319999996,12
20201102,10:20:00,453.11680369999993,453.2290017,452.7088109,452.7700098,12
20201102,10:21:00,452.75471009999995,453.1627029,452.6578118,453.05050489999996,12
20201102,10:22:00,453.03010520000004,453.2902006,453.03010520000004,453.08620419999994,12
20201102,10:23:00,453.15250310000005,453.2035022,453.0352051,453.0352051,12
20201102,10:24:00,453.05050489999996,453.32080010000004,453.05050489999996,453.2545013,12
20201102,10:25:00,453.3259,453.33609979999994,452.95360660000006,452.95360660000006,12
20201102,10:26:00,452.99440580000004,453.3564995,452.99440580000004,453.3513995,12
20201102,10:27:00,453.37179919999994,453.37689910000006,453.1627029,453.1678028,12
20201102,10:28:00,453.1474031,453.3666993,452.9740062,452.9740062,12
20201102,10:29:00,452.9485067,452.9689063,452.82610880000004,452.83120870000005,12
20201102,10:30:00,452.7241106000001,452.7241106000001,452.5354138999999,452.6221124,12
20201102,10:31:00,452.62721229999994,452.62721229999994,452.28551839999994,452.34161739999996,12
