<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20201102,09:30:00,411.248867,411.870967,411.0601973,411.870967,11
20201102,09:31:00,411.92705789999997,412.7633235,411.92705789999997,412.44717430000003,12
20201102,09:32:00,412.3961825,412.70723250000003,412.3961825,412.7021333,12
20201102,09:33:00,412.7429267,412.8296128,412.579753,412.579753,12
20201102,09:34:00,412.53895950000003,412.666439,412.156521,412.156521,12
20201102,09:35:00,412.0188432,412.60524889999994,412.0188432,412.58995130000005,12
20201102,09:36:00,412.5746538,412.7021333,412.37068660000006,412.37068660000006,12
20201102,09:37:00,412.3757858,412.3757858,411.92705789999997,412.2024137,12
20201102,09:38:00,412.0647358,412.1055292,411.86076860000003,411.901562,12
20201102,09:39:00,411.9066612,411.9066612,411.4528342,411.4528342,12
20201102,09:40:00,411.4579334,411.4579334,410.9786105,410.9786105,12
20201102,09:41:00,411.0347014,411.2692637,410.93271780000003,411.2692637,12
20201102,09:42:00,411.2539662,411.2845613,411.0448998,411.0448998,12
20201102,09:43:00,411.0652965,411.2233711,410.9990072,411.0703957,12
20201102,09:44:00,410.98370960000005,410.98370960000005,410.8307342,410.8613293,12
20201102,09:45:00,410.8868252,411.2335695,410.8715277,411.2335695,12
20201102,09:46:00,411.38654489999993,411.7383883,411.3814457,411.7383883,12
20201102,09:47:00,411.8301735,412.30949639999994,411.8301735,412.30949639999994,12
20201102,09:48:00,412.6001497,412.921398,412.6001497,412.71743080000005,12
20201102,09:49:00,412.834712,413.25284469999997,412.834712,413.232448,12
20201102,09:50:00,413.2069521,413.2069521,412.92649720000003,412.92649720000003,12
20201102,09:51:00,412.98768739999997,413.4058201,412.9570923,413.4058201,12
20201102,09:52:00,413.4670103,413.997325,413.4670103,413.997325,12
20201102,09:53:00,414.0279201,414.0279201,413.83925039999997,413.910639,12
20201102,09:54:00,414.0024242,414.0228209,413.5791923,413.5791923,12
20201102,09:55:00,413.5944898,413.7627627,413.43131600000004,413.43131600000004,12
20201102,09:56:00,413.3242333,413.5740931,413.3242333,413.55879550000003,12
20201102,09:57:00,413.7372668,414.1910939,413.7372668,414.1910939,12
20201102,09:58:00,414.17069710000004,414.364466,414.14520120000003,414.252284,12
20201102,09:59:00,414.26248239999995,414.36956519999995,414.23188730000004,414.3185734,12
20201102,10:00:00,415.0222602,415.3129135,415.0222602,415.26192169999996,12
20201102,10:01:00,415.3027151,415.77693880000004,415.2670208,415.77693880000004,12
20201102,10:02:00,415.8126331,415.8126331,415.29251669999996,415.4148971,12
20201102,10:03:00,415.4046987,415.4046987,415.22112819999995,415.3435085,12
20201102,10:04:00,415.41999619999996,415.93501339999995,415.41999619999996,415.93501339999995,12
20201102,10:05:00,415.9299142,416.08288960000004,415.8840216,415.94521180000004,12
20201102,10:06:00,415.8993192,415.9707077,415.72084789999997,415.72084789999997,12
20201102,10:07:00,415.6647569,415.9605093,415.6647569,415.8993192,12
20201102,10:08:00,415.90441830000003,415.97580689999995,415.838129,415.86872410000007,12
20201102,10:09:00,415.8993192,415.90441830000003,415.782038,415.8636249,12
20201102,10:10:00,415.84322819999994,416.2562618,415.84322819999994,416.16447650000003,12
20201102,10:11:00,416.1593773,416.1899724,415.5423766,415.6086659,12
