<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20201102,09:30:00,937.9960763,937.9960763,937.1339194,937.1339194,12
20201102,09:31:00,936.9706707999999,937.5930562000001,935.6697832,935.6697832,12
20201102,09:32:00,935.8075242000001,937.8736398,935.8075242000001,937.8277262,12
20201102,09:33:00,937.6950866000001,937.7154927000001,936.9145541000001,937.5573456000001,12
20201102,09:34:00,938.3480812000001,939.9499585000001,938.3480812000001,939.2867608999999,12
20201102,09:35:00,938.7255937000001,940.5417348,938.7255937000001,939.6030551000001,12
20201102,09:36:00,939.6642734,939.7663037999998,939.1847305,939.1847305,12
20201102,09:37:00,939.2510502,939.5163292999999,938.3378782,939.5163292999999,12
20201102,09:38:00,939.2561517999999,939.2561517999999,938.1236142999999,938.2919645,12
20201102,09:39:00,938.6949846000001,938.6949846000001,938.1083097999999,938.5827511,12
20201102,09:40:00,938.5368374,939.9499585000001,938.5368374,939.5061262,12
20201102,09:41:00,939.8581311,940.0876994999999,939.4653141000001,940.0009736999999,12
20201102,09:42:00,940.0979026,940.3427755000001,939.0775986,939.0775986,12
20201102,09:43:00,939.0316849,939.6591718000001,938.552142,938.9806697,12
20201102,09:44:00,938.6184617999999,938.6184617999999,937.7205941999999,938.2715583999999,12
20201102,09:45:00,938.286863,939.2510502,938.286863,939.2510502,12
20201102,09:46:00,939.6438673,939.6438673,938.3072689999999,938.4399086000001,12
20201102,09:47:00,938.5776496,938.5776496,937.0369906,937.2053407,12
20201102,09:48:00,937.6185638000001,938.3888934,937.5879547000001,938.0623961000001,12
20201102,09:49:00,938.7715073999999,939.5265322999999,938.7715073999999,939.0265833999999,12
20201102,09:50:00,938.7408982000001,939.6387658,938.6643754,938.9500606,12
20201102,09:51:00,939.1745274,939.5214308000001,939.1745274,939.3020654,12
20201102,09:52:00,938.9857712000002,939.1337153,938.5470405,938.9194514000001,12
20201102,09:53:00,938.9755682,940.0264812999999,938.9755682,940.0162782,12
20201102,09:54:00,940.3070649,940.3325725,939.9907706,940.1234102,12
20201102,09:55:00,940.1336132000001,941.3324704,940.1336132000001,940.2509482,12
20201102,09:56:00,940.0825980000001,940.0825980000001,938.6133602,938.8276241000001,12
20201102,09:57:00,939.4245019,939.817319,938.9857712000002,939.7305931,12
20201102,09:58:00,939.444908,939.444908,938.3225735999999,938.7562027999999,12
20201102,09:59:00,939.0163802999999,939.0163802999999,937.1849346000001,937.1849346000001,12
20201102,10:00:00,939.8326235,940.0162782,938.5215329,938.5266344,12
20201102,10:01:00,938.3684873,939.3020654,938.2307462000001,939.3020654,12
20201102,10:02:00,939.3581822000001,939.3938927999999,938.6490708999999,938.7613043,12
20201102,10:03:00,938.5470405,938.5470405,937.2257468,937.659376,12
20201102,10:04:00,937.7103912,937.8634367999999,937.3430818,937.8634367999999,12
20201102,10:05:00,937.5318380000001,937.9909748,936.7564070000001,936.7564070000001,12
20201102,10:06:00,936.4350112,936.7308993999999,935.4912300000001,935.4912300000001,12
20201102,10:07:00,935.6901892999999,936.0166866000001,935.225951,936.0166866000001,12
20201102,10:08:00,936.0677017999999,936.4962294,935.9809759,935.9809759,12
20201102,10:09:00,935.8024227,935.8024227,934.2770682,934.8892506000001,12
20201102,10:10:00,934.8280323999999,936.373793,934.6239716,936.1136154,12
20201102,10:11:00,936.4860264,936.4860264,935.1800373,935.5983618999999,12
20201102,10:12:00,935.9146562000001,937.3736909,935.9146562000001,937.1441225,12
20201102,10:13:00,937.0216859999999,938.1185127999998,937.0216859999999,938.1185127999998,12
20201102,10:14:00,937.9960763,938.2715583999999,937.8379292000001,937.8379292000001,12
20201102,10:15:00,937.8073201,937.9603657,936.5523462000001,936.8278282,12
20201102,10:16:00,936.7819145999999,938.1491219000001,936.7819145999999,937.5063303999999,12
20201102,10:17:00,937.5930562000001,937.5930562000001,936.4554173,937.1900362,12
20201102,10:18:00,937.4400106,938.8174210000001,937.4400106,938.8174210000001,12
20201102,10:19:00,938.9857712000002,939.3479791000001,938.4552131000002,938.4552131000002,12
20201102,10:20:00,938.1797310000001,938.1950356000001,936.1799352,936.2768641000001,12
20201102,10:21:00,936.3482854,936.5370416000001,935.9146562000001,936.1442245999999,12
20201102,10:22:00,936.2360518999999,936.6237674,935.873844,935.9401638,12
20201102,10:23:00,936.1034124,936.4299097,935.6442756000001,935.9554683,12
20201102,10:24:00,935.9401638,937.3991984999999,935.9401638,937.0778027000001,12
20201102,10:25:00,937.0522950999999,937.5165333999998,935.9962805,936.0064835000001,12
20201102,10:26:00,936.3788945,937.0063813999999,936.2768641000001,936.6339705,12
20201102,10:27:00,936.6594781,936.9910768999999,936.0523972000001,936.9451632000001,12
20201102,10:28:00,936.9553662000001,937.266559,935.7820166000001,935.7820166000001,12
20201102,10:29:00,935.8024227,935.8024227,935.4555194,935.5881588999999,12
20201102,10:30:00,935.1902402999999,935.4861285000001,935.0576007999999,935.3177783,12
20201102,10:31:00,934.9963826,935.1596312,934.4658244999999,934.4658244999999,12
20201102,10:32:00,934.5576517999999,934.9453674,934.5270427000002,934.8994537000001,12
20201102,10:33:00,935.1188189999999,935.2871692,934.0474998,934.0679059,12
20201102,10:34:00,934.1852409,934.7464081,934.1852409,934.5678549,12
20201102,10:35:00,934.6545807,934.6545807,933.5934646,933.6138706,12
20201102,10:36:00,933.7261041000002,933.7261041000002,932.5935666000001,932.7721197999999,12
20201102,10:37:00,933.0476018999999,933.0884141,932.7160031,932.9914851999999,12
